verified,suid_nm,unit_nm,county,acres,intrsc_,wtlnd_p,mtchd_r,mtchd_s,Join_Count,index,name,parking,pbtrnsp,dsbldcs,restrms,vstr_ct,showers,pcnc_ar,firepts,cmpgrnd,rv_cmp,sndy_bc,dunes,rky_shr,uplnd_b,strm_cr,wetland,bluff,by_lgn_,urbn_wf,offshr_,inlnd_r,strs_bc,pth_bch,blftp_t,blftp_p,trl_r_p,wldlf_v,swimmng,tidepol,kayakng,fishing,boating
X,16866,Carmel Beach City Park,Monterey,15.18417409,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,720,Carmel City Beach,Yes, ,No,Yes,No,No, ,Yes,No, ,Yes,Yes,Yes,Yes,No,No,Yes, , , , ,Yes,Yes,Yes, ,Yes,No, , , ,Yes,No
X,16899,Carpinteria Salt Marsh Reserve,Santa Barbara,5.780409095,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,973,Carpinteria Salt Marsh Nature Park,Yes,Yes,Yes,Yes, ,No, ,No,No, ,No, , , , ,Yes, ,Yes,No, , ,No,No, , ,Yes,Yes, , , ,No,No
X,16947,Castaways Park,Orange,16.77727255,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1350,Castaways Park,Yes, ,Yes,No, , , , ,No, ,No, , , , ,Yes, ,Yes,No, , ,No,No,Yes,Yes,Yes,Yes, , , ,No,No
X,17041,Centerville Beach,Humboldt,2.336263402,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,140,Centerville Beach County Park,Yes, ,No,Yes,No,No, ,Yes,No, ,Yes,Yes,No,No,No,No,No, , , , ,No,No, , ,No,Yes,NOT ADVISED, , ,Yes,No
X,17190,Chicken Ranch Beach,Marin,6.425413506,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,369,Chicken Ranch Beach,Yes, ,No,Yes,No,No, ,No,No, ,Yes,No,No,No,Yes,Yes,No,Yes,No, , ,No,Yes, , ,No,Yes, , , ,Yes,No
,17491,Coleman Park,San Luis Obispo,28.08850133,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,826,Morro Strand State Beach - Morro Rock,Yes, ,No,Yes,No, ,No, ,No, ,Yes,Yes,Yes, , , ,No, , , , ,No,Yes,No,No,Yes,No, ,No, ,No,No
X,17792,Crescent Bay Point Park,Orange,1.552818823,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1370,Crescent Bay Point Park,Yes, ,Yes,No, ,No, ,No,No, ,No, , ,Yes, , ,Yes, , , , ,No,No, ,Yes,No,Yes, , , ,No,No
X,17793,Crescent City Marsh Wildlife Area,Del Norte,444.6083962,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,35,Crescent Beach (Crescent City),Yes, ,Yes,Yes,No,No,Yes,Yes,No, ,Yes,No,No,No,No,No,No, , , , ,No,No, , ,No,No, , , ,Yes,No
,17888,Czuleger Park,Los Angeles,3.654803402,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1183,Plaza Park,Yes, ,Yes,No, ,No, ,No,No, ,No, , , , , , ,Yes,Yes, ,Yes,No,No, ,Yes,Yes, , , , ,No,No
,17914,Dana Point Preserve,Orange,29.43062497,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1400,Dana Point Headlands,Yes, ,Yes,Yes,Yes, , , ,No, ,No, ,Yes,Yes, , ,Yes, , , , ,No,No,Yes,Yes,Yes,Yes, , , ,No,No
X,18155,Dinosaur Caves Park,San Luis Obispo,11.40826365,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,879,Dinosaur Caves Park,Yes, ,Yes,Yes,No,No,Yes,No,No, ,No,No,Yes,Yes,No,No,Yes, , , , ,No,No,Yes,Yes,Yes,Yes, , , ,No,No
,18204,Don Edwards National Wildlife Refuge,Alameda | San Mateo | Santa Clara,12382.71606,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1758,Coyote Lagoon at Don Edwards,Yes, ,No,No, , , , , , , , , , , ,Yes, , , , , , , , , , , , , , , , 
X,18216,Doran Park,Sonoma,161.3029391,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects wetland access pt,1,336,Doran Beach Regional Park,Yes, ,Yes,Yes,No,Yes,Yes,Yes,Yes, ,Yes,Yes,No,Yes,No,No,No,Yes,No, , ,No,Yes, , ,Yes,Yes, , , ,Yes,Yes
X,18243,Douglas Family Reserve,Santa Barbara,68.79679569,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,937,Douglas Family Preserve,No, ,No,No, ,No, ,No,No, ,No, , ,Yes,Yes,Yes,Yes, , , , ,No,No,Yes, ,Yes,Yes, , , ,No,No
X,18362,East Beach,Santa Barbara,18.74070444,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,961,East Beach,Yes, ,Yes,Yes, ,Yes, ,Yes,No, ,Yes, , ,Yes, , , , , , , ,No,No, , ,Yes,Yes, , , ,Yes,No
X,18510,El Estero Park,Monterey,41.68055886,park intersects wetland access point,wetland-park,intersects wetland access pt,intersects wetland access pt,1,669,El Estero Park,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No, ,No,No,No,No,No,Yes,No,Yes,No, ,Yes,No,No, , ,Yes,Yes, , , ,Yes,Yes
X,18555,Eldwayen Ocean Park,San Luis Obispo,1.343053227,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,877,Ocean Eldwayen City Park,Yes, ,No,No,No, ,Yes,No,No, ,Yes,No,Yes,Yes,No,No,Yes, , , , ,Yes,No,Yes,Yes,Yes,Yes, , , ,No,No
,18558,Elfin Forest Natural Preserve,San Luis Obispo,38.23326954,park intersects wetland access point,wetland-park,intersects wetland access pt,intersects wetland access pt,1,844,El Moro Elfin Forest,Yes, ,Yes,No,No,No,No,No,No, ,No,No,No,Yes,Yes,Yes,No,Yes,No, , ,No,No, , ,Yes,Yes, , , ,No,No
,18702,Escondido Beach,Los Angeles,13.66569774,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1082,Paradise Cove,Yes, ,Yes,Yes, ,No, ,No,No, ,Yes, , , , , , , , , , ,No,No, , ,No, , , , ,No,No
,18946,Fletcher Cove Beach Park,San Diego,6.680019301,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1496,Overlook (Solana Beach),Yes, ,No,No, ,No, ,No,No, ,No, , ,Yes, , ,Yes, , , , ,No,No, ,No,No,Yes, , , ,No,No
,19005,Fort Bragg Coastal Park,Mendocino,29.16706161,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,191,Noyo Headlands Park - North,Yes, ,Yes,Yes,No, ,Yes, ,No, ,No,No,Yes,Yes,No,No,Yes, , , , ,No, ,Yes, ,Yes, , , , ,No,No
X,19347,Glorietta Bay Park,San Diego,3.381166693,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1616,Glorietta Bay Park,Yes, ,Yes,Yes, ,No,Yes,Yes,No, ,Yes, , ,Yes, , , ,Yes,No, , ,No,No, , ,Yes, , , , ,No,Yes
X,19379,Goleta Beach County Park,Santa Barbara,33.13535315,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,933,Goleta Beach County Park,Yes, ,Yes,Yes, ,Yes,Yes,Yes,No, ,Yes, , ,Yes,Yes,Yes, ,Yes,No, , ,No,No, , ,Yes,Yes, , , ,Yes,Yes
X,19423,Grand Caribe Shoreline Park,San Diego,3.102029102,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1621,Grand Caribe Shoreline Park,Yes, ,No,No, , ,Yes, ,No, ,Yes, , , , , , ,Yes,No, , ,No,No, , ,Yes,Yes, , , ,No,Yes
X,19560,Gualala Point,Sonoma,162.2645244,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects wetland access pt,1,268,Gualala Point Regional Park,Yes, ,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No, , ,Yes,Yes,Yes,Yes,Yes,Yes, , , ,Yes,No
X,19627,Hammond's Meadow,Santa Barbara,5.356530429,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,967,Hammonds Beach,Yes, ,No,No, ,No, ,No,No, ,Yes, ,Yes, ,Yes, , , , , , ,No,Yes, , ,Yes, , , , ,No,No
X,19902,Hidden Beach Park,Santa Cruz,17.44145552,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,627,Hidden Beach County Park,Yes, ,No,Yes,No,No,No,No,No, ,Yes,No,No,Yes,No,No,Yes, , , , ,No,Yes, , ,No,No, , , ,No,No
X,20018,Hobson County Park,Ventura,3.299008692,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1003,Hobson Beach County Park,Yes, ,Yes,Yes, ,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes, , , , , , , ,Yes,No, , ,No,Yes, ,Yes, ,Yes,No
,20143,Humboldt Bay National Wildlife Refuge,Humboldt,1038.673971,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,102,Ma-Le'l Dunes North,Yes, ,Yes,Yes, , , , , , ,Yes,Yes, , , ,Yes, , , , , , , , , ,Yes,Yes, , , ,No,No
X,20144,Humboldt Coastal Nature Center,Humboldt,107.2864079,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,103,Humboldt Coastal Nature Center, , ,No,Yes,Yes, , , , , , , , , , , , , , , , , , , , ,Yes, , , , ,No,No
,20157,Huntington Beach Wetlands Addition,Orange,93.37589225,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1318,Huntington Beach Wetlands,No, ,No,No,No, , , ,No, ,No, , , , ,Yes, , , , , ,No,No, , ,Yes,Yes, , , ,No,No
X,20169,I Street Viewpoint,San Diego,0.35685708,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1485,Viewpoint Park (I Street),Yes, ,No,No, ,No, ,No,No, ,No, , ,Yes, , ,Yes, , , , ,No,No, ,Yes,No,Yes, , , ,No,No
X,20290,J Street Viewpoint,San Diego,0.668048937,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1486,Viewpoint Park (J Street),Yes, ,No,No, ,No, ,No,No, ,No, , ,Yes, , ,Yes, , , , ,No,No, ,Yes,No,Yes, , , ,No,No
X,20338,Jalama Beach County Park,Santa Barbara,26.61307322,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,909,Jalama Beach County Park,Yes, ,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No, , ,No,No, , ,Yes,Yes,Yes, , ,Yes,No
X,20548,Kamph Memorial Park,Del Norte,6.050502014,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,2,Clifford Kamph Memorial Park,Yes, ,No,Yes,No,No,Yes,Yes,Yes, ,Yes,No,No,No,Yes,No,Yes, , , , ,Yes,Yes,Yes,Yes,Yes,No, , , ,Yes,No
X,20765,La Jolla Hermosa Park,San Diego,0.381831506,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1533,La Jolla Hermosa Park,Yes, ,No,No, ,No,Yes,No,No, ,No, ,Yes,Yes, , ,Yes, , , , ,No,Yes, ,Yes,No,Yes, , , ,No,No
X,20768,La Jolla Shores Park,San Diego,6.706100965,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1517,La Jolla Shores Beach Park,Yes, ,Yes,Yes, ,Yes,Yes,Yes,No, ,Yes, , , , , , , , , , ,No,No, , ,No,Yes,Yes,No,Yes,No,Yes
X,20773,La Mesa Park,Santa Barbara,18.67717352,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,941,La Mesa Park,Yes, ,Yes,Yes, ,No,Yes,Yes,No, ,No, , ,Yes, , ,Yes, , , ,Yes,No,No, , ,No,No, , , ,No,No
X,20856,Laguna Grande Regional Park,Monterey,27.76256312,park intersects wetland access point,wetland-park,intersects wetland access pt,intersects wetland access pt,1,666,Laguna Grande Park,Yes, ,Yes,Yes,No,No,Yes,Yes,No, ,No,No,No,No,No,Yes,No,Yes,No, ,Yes,No,No, , ,Yes,Yes, , , ,No,No
X,21003,Landels-Hill Big Creek Reserve,Monterey,4301.19307,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,1,758,Landels-Hill Big Creek Reserve,Yes, ,No,No,No,No, ,No,No, ,No,No,No,Yes,Yes,No,No, , , ,Yes,No,No, , ,No,Yes, , , ,No,No
X,21070,Las Tunas County Beach,Los Angeles,3.18442519,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1123,Las Tunas Beach,Yes, ,No,Yes, ,No, ,No,No, ,Yes, ,Yes, , , , , , , , ,No,No, , ,No, , , , ,Yes,No
X,21395,Locke Paddon Park,Monterey,29.17439438,park intersects wetland access point,wetland-park,intersects wetland access pt,intersects wetland access pt,1,656,Locke Paddon Park,Yes, ,Yes,Yes,No,No,Yes,No,No, ,No,No,No,No,No,Yes,Yes,Yes,No, ,Yes,No,No, , ,Yes,Yes, , , ,No,No
X,21461,Lookout Park and Beach,Santa Barbara,6.555208376,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,970,Lookout County Park,Yes, ,Yes,Yes, ,Yes,Yes,Yes,No, ,Yes, ,Yes,Yes, , ,Yes, , , , ,No,Yes, ,Yes,No,Yes, , , ,No,No
,21596,Lunada Bay,Los Angeles,9.967928097,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,1196,Overlook (2300 block of Paseo del Mar),Yes, ,No,No,No, ,No, ,No, ,No,No,Yes,Yes,No,No,Yes, , , , ,No,No,No,No, ,No, ,No, ,No,No
X,21640,Mad River County Park,Humboldt,116.3276399,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,92,Mad River Beach County Park,Yes, ,No,Yes,No,No,Yes,Yes,No, ,Yes,Yes,No,No,Yes,No,No,Yes,No, , ,No,Yes, , ,No,Yes, , , ,Yes,Yes
X,21688,Main Beach Park,Orange,7.942946166,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1377,Main Beach (Laguna Beach),Yes, ,Yes,Yes, ,Yes,Yes,No,No, ,Yes, , , , , , , , ,Yes, ,No,No, , ,No, ,Yes, , ,No,No
X,21800,Mare Island Shoreline Heritage Preserve,Solano,83.44221806,park intersects wetland access point,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1785,Mare Island Shoreline Heritage Preserve,Yes, ,Yes,Yes, , , , , , , , , , , ,Yes, , , , , , , , , , , , , , , , 
,21819,Marina Beach,Los Angeles,9.300471748,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1158,Mother's Beach,Yes, ,Yes,Yes, ,Yes,Yes,Yes,No, ,Yes, , , , , , ,Yes,Yes, , ,No,Yes, , ,No,Yes,Yes, ,Yes,No,Yes
X,21823,Marina Green/Yacht Harbor,San Francisco,33.90426403,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,441,Marina Green,Yes,Yes,Yes,Yes,No,No,Yes,No,No, ,No,No,No,Yes,No,No,No,Yes,Yes, , ,No,No, , ,Yes,Yes, , , ,No,No
X,21838,Marina Park,Ventura,20.44776854,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1023,Marina Park,Yes, ,Yes,Yes, ,No,Yes,No,No, ,Yes,Yes, ,Yes, , , ,Yes,Yes, , ,No,Yes, , ,Yes, , , , ,Yes,Yes
,21846,Marine Gardens Park,Monterey,34.02611276,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,695,Lovers Point Park,Yes, ,Yes,Yes,No,No,Yes,Yes,No, ,Yes,No,Yes,Yes,No,No,Yes, , ,Yes, ,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,Yes
X,21853,Mariner Park,San Mateo,4.019068336,park intersects wetland access point,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1765,Mariner Park,Yes, ,Yes,Yes, , , , , , , , , , , ,Yes, , , , , , , , , , , , , , , , 
,21904,Martin Griffin Preserve,Marin,1010.771057,park intersects wetland access point,wetland-park,intersects wetland access pt,intersects wetland access pt,1,407,Audubon Canyon Ranch,Yes, ,Yes,Yes,Yes,No,Yes,No,No, ,No,No,No,No,No,Yes,No,Yes,No, ,Yes,No,No, , ,Yes,Yes, , , ,No,No
X,21968,Maxton Brown Park,San Diego,0.943161721,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1452,Maxton Brown Park,Yes, ,No,No, ,No,Yes,No,No, ,No, , ,Yes, ,Yes, ,Yes,No, ,Yes,No,No, , ,No,Yes, , , ,No,No
X,22063,McNears Beach County Park,Marin,74.04350757,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1724,McNears Beach,Yes, ,Yes,Yes, , , , , , ,Yes, , , , , , , , , , , , , , , , , , , , , 
,22292,Mission Beach Park,San Diego,49.79873178,park intersects wetland,wetland-park,not intersecting access pt,not intersecting access pt,1,1554,Mission Beach Hostel,Yes, ,No,Yes, ,Yes, ,No,No, ,No, , , , , , , , , ,Yes,No,No, , ,No, , , , ,No,No
,22365,Monarch Grove Natural Area,San Luis Obispo,17.48764644,park intersects wetland access point,wetland-park,intersects wetland access pt,intersects wetland access pt,1,854,Monarch Lane,Yes, ,No,No,No,No,No,No,No, ,No,Yes,No,Yes,No,Yes,No,Yes,No, , ,No,No, , ,Yes,Yes, , , ,No,No
,22416,Monterey Bay Coastal Trail,Monterey,3.696104481,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,678,Fisherman's Shoreline Park,Yes, ,Yes,No,No,No,No,No,No, ,No,No,Yes,Yes,No,No,No,Yes,Yes, , ,No,No, , ,Yes,Yes, , , ,No,No
,22431,Monterey State Beach,Monterey,47.88002482,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,662,Seaside Beach,Yes, ,Yes,Yes,No,No,No,No,No, ,Yes,Yes,No,No,No,No,No, , , , ,No,Yes,No,No,Yes,No, , , ,No,No
X,22677,Navarro Point Preserve,Mendocino,59.28728802,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,229,Navarro Point Preserve,Yes, ,No,No,No,No, ,No,No, ,No,No,Yes,No,No,Yes,Yes, , , , ,No,No,Yes, ,Yes,Yes, , , ,No,No
X,22680,Neary Lagoon Park,Santa Cruz,41.94533202,park intersects wetland access point,wetland-park,intersects wetland access pt,intersects wetland access pt,1,578,Neary Lagoon City Park,Yes, ,Yes,Yes,No,No,Yes,No,No, ,No,No,No,No,No,Yes,No, , , ,Yes,No,No, , ,Yes,Yes, , , ,No,No
X,22732,Newport Aquatic Center,Orange,4.181741682,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1353,Newport Aquatic Center at North Star Beach,Yes, ,Yes,Yes, , , , ,No, ,Yes, , , , , , ,Yes,No, , ,No,No, , ,No,Yes, , ,Yes,No,Yes
,22736,Newport Dunes Aquatic Park,Orange,66.69121038,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1358,Newport Dunes Waterfront Resort and Marina,Yes, ,Yes,Yes, ,Yes,Yes,Yes,Yes,Yes,Yes, , ,Yes, ,Yes, ,Yes,No, , ,No,No, , ,Yes,No,Yes, ,Yes,Yes,Yes
X,22743,Nicholas Canyon County Beach,Los Angeles,43.70766474,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1065,Nicholas Canyon County Beach,Yes, ,Yes,Yes,No,Yes, ,No,No, ,Yes, , , , , ,Yes, , , , ,Yes,Yes, , ,No, ,Yes, , ,Yes,No
,22765,Ninth Street Park,Solano,7.456843868,park intersects wetland access point,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1715,West 9th Street Launching Facility,Yes, ,No,Yes, , , , , , , , , , , ,Yes, , , , , , , , , , , , , , , , 
X,23051,Ocean Beach Park,Santa Barbara,38.9176899,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,906,Ocean Beach County Park,Yes, ,Yes,Yes,No,No,Yes,Yes,No, ,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No, , ,No,Yes, , ,No,Yes, , , ,Yes,No
X,23283,Oyster Bay Regional Shoreline,Alameda,194.7887291,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1752,Oyster Bay Regional Shoreline,Yes, ,No,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
X,23550,Pebble Beach,Sonoma,20.41165714,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,275,Pebble Beach (Sonoma County),Yes, ,No,Yes,No,No, ,No,No, ,Yes,No,Yes,No,No,No,No, , , , ,No,Yes, , ,Yes,No, ,Yes, ,No,No
,23578,Peninsula Beach,Los Angeles,61.76622059,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1267,Alamitos Peninsula,Yes, ,Yes,Yes, ,No, ,No,No, ,Yes, , , , , , ,Yes, , , ,No,No, , ,Yes, , , , ,Yes,Yes
X,23620,Pescadero Marsh Natural Preserve,San Mateo,650.4394523,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,528,Pescadero Marsh Natural Preserve,No, ,No,No,No,No,No,No,No, ,No,No,No,No,Yes,Yes,No,Yes,No, , ,No,No, , ,Yes,Yes, , , ,No,No
X,23649,Pickleweed Park,Marin,11.9829033,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1779,Pickleweed Park,Yes, ,Yes,Yes, , , , , , , , , , , ,Yes, , , , , , , , , , , , , , , , 
X,23670,Pillar Point Bluff,San Mateo,226.3586229,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects wetland access pt,1,500,Pillar Point Bluff Trails,Yes, ,No,Yes,No, ,No,No,No, ,No,No,No,Yes,No,No,Yes, , , , ,No,No,Yes,No,Yes,No, , , ,No,No
,23682,Pine Lake Park,San Francisco,30.29869311,park intersects wetland access point,wetland-park,intersects wetland access pt,intersects wetland access pt,1,467,Bay Area Ridge Trail (San Francisco),Yes,Yes,No,No,No,No, ,No,No, ,No,Yes,No,Yes,No,Yes,No, , , ,Yes,No,No, , ,Yes,No, , , ,No,No
X,23699,Pinnacle Gulch,Sonoma,12.00984527,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,337,Pinnacle Gulch Trail,Yes, ,No,Yes,No,No, ,No,No, ,Yes,No,No,Yes,Yes,No,No, , , , ,No,Yes, , ,Yes,No, , , ,No,No
,23851,Point Isabel,Contra Costa,38.01355634,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1788,Meeker Slough,No, ,No,No, , , , , , , , , , , ,Yes, , , , , , , , , , , , , , , , 
X,23858,Point Pinos - USCG,Monterey,17.93383007,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,700,Point Pinos,Yes, ,Yes,No,No,No, ,No,No, ,Yes,No,Yes, , ,No,No, , , , ,No,No,No, ,Yes,Yes, ,Yes, ,No,No
X,23867,Point Vicente Lighthouse,Los Angeles,20.71096577,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1202,Point Vicente Lighthouse,Yes, , , , , , ,No,No, ,No, ,Yes,Yes, , ,Yes, , , , ,No,No,Yes, ,Yes,Yes, , , ,No,No
X,23879,Pomo Bluffs Park,Mendocino,23.5690424,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,195,Pomo Bluffs Park,Yes, ,Yes,Yes,No,No, ,No,No, ,No,No,Yes,No,No,No,Yes, , , , ,No,No,Yes,Yes,Yes,Yes, , , ,No,No
